duration,Latitude,Longitude,Speed
0,37.5118,127.079,0
1000,37.51177,127.0792,0
1000,37.51181,127.079,0
1000,37.51185,127.079,0
1000,37.5119,127.0789,0
1000,37.51188,127.0789,0
1000,37.51188,127.0787,0
1000,37.5119,127.0786,0
1000,37.51188,127.0786,0
1000,37.51197,127.0786,0
1000,37.51213,127.0786,0
1000,37.51219,127.0786,0
1000,37.5123,127.0784,0
1000,37.51245,127.0784,0
1000,37.51255,127.0784,0
1000,37.51258,127.0784,0
1000,37.51274,127.0783,0
1000,37.51292,127.0783,0
1000,37.5131,127.0782,0
1000,37.51323,127.0782,0
1000,37.51339,127.0782,0
1000,37.51351,127.0782,0
1000,37.51366,127.0781,0
1000,37.51382,127.0781,0
1000,37.51394,127.0781,0
1000,37.51396,127.078,0
1000,37.51408,127.078,0
1000,37.51419,127.078,0
1000,37.51431,127.0779,0
1000,37.51442,127.0779,0
1000,37.51457,127.0779,0
1000,37.51471,127.0779,0
1000,37.51483,127.0778,0
1000,37.51494,127.0778,0
1000,37.51499,127.0778,0
1000,37.51514,127.0777,0
1000,37.51531,127.0777,0
1000,37.51546,127.0777,0
1000,37.51563,127.0776,0
1000,37.51568,127.0776,0
1000,37.51581,127.0776,0
1000,37.51594,127.0776,0
1000,37.5161,127.0775,0
1000,37.51622,127.0775,0
1000,37.51638,127.0775,0
1000,37.51648,127.0776,0
1000,37.5165,127.0777,0
1000,37.51651,127.0776,0
1000,37.51651,127.0777,0
1000,37.51649,127.0778,0
1000,37.51651,127.078,0
1000,37.51655,127.0781,0
1000,37.51657,127.0783,0
1000,37.51659,127.0783,0
1000,37.51667,127.0783,0
1000,37.5168,127.0783,0
1000,37.51681,127.0784,0
1000,37.51682,127.0784,0
1000,37.51678,127.0784,0
1000,37.5168,127.0785,0
1000,37.5168,127.0786,0
1000,37.51669,127.079,0
1000,37.51663,127.0792,0
1000,37.51657,127.0794,0
1000,37.51654,127.0795,0
1000,37.51652,127.0797,0
1000,37.51638,127.0799,0
1000,37.5164,127.0801,0
1000,37.51643,127.0803,0
1000,37.51645,127.0805,0
1000,37.51644,127.0807,0
1000,37.51645,127.0807,0
1000,37.51646,127.0809,0
1000,37.51644,127.0811,0
1000,37.51643,127.0813,0
1000,37.51641,127.0815,0
1000,37.51642,127.0817,0
1000,37.51644,127.0817,0
1000,37.51645,127.082,0
1000,37.51644,127.0821,0
1000,37.5164,127.0824,0
1000,37.51645,127.0825,0
1000,37.51645,127.0827,0
1000,37.51639,127.0829,0
1000,37.51637,127.0831,0
1000,37.51637,127.0832,0
1000,37.51637,127.0834,0
1000,37.51637,127.0835,0
1000,37.51638,127.0837,0
1000,37.51635,127.0839,0
1000,37.51635,127.084,0
1000,37.51638,127.0841,0
1000,37.51638,127.0842,0
1000,37.51645,127.0844,0
1000,37.5165,127.0844,0
1000,37.51663,127.0843,0
1000,37.5167,127.0842,0
1000,37.51704,127.0847,0
1000,37.51725,127.0843,0
1000,37.51731,127.0843,0
1000,37.51748,127.0844,0
1000,37.5176,127.0845,0
1000,37.51773,127.0845,0
1000,37.51789,127.0845,0
1000,37.51802,127.0845,0
1000,37.51818,127.0845,0
1000,37.51828,127.0845,0
1000,37.51834,127.0846,0
1000,37.51835,127.0847,0
1000,37.51836,127.0849,0
1000,37.51839,127.0851,0
1000,37.51842,127.0853,0
1000,37.51845,127.0855,0
1000,37.51847,127.0856,0
1000,37.51849,127.0858,0
1000,37.51852,127.086,0
1000,37.51854,127.0862,0
1000,37.51856,127.0864,0
1000,37.51859,127.0866,0
1000,37.51861,127.0867,0
1000,37.51863,127.0869,0
1000,37.51865,127.0871,0
1000,37.51867,127.0873,0
1000,37.51869,127.0874,0
1000,37.51871,127.0876,0
1000,37.51873,127.0878,0
1000,37.51875,127.0879,0
1000,37.51876,127.0881,0
1000,37.51878,127.0883,0
1000,37.5188,127.0885,0
1000,37.51883,127.0886,0
1000,37.51885,127.0888,0
1000,37.51888,127.089,0
1000,37.51892,127.0892,0
1000,37.51895,127.0895,0
1000,37.51897,127.0897,0
1000,37.519,127.0898,0
1000,37.51905,127.09,0
1000,37.51909,127.0902,0
1000,37.51912,127.0903,0
1000,37.51917,127.0905,0
1000,37.51921,127.0907,0
1000,37.51926,127.0909,0
1000,37.51931,127.0911,0
1000,37.51936,127.0912,0
1000,37.51941,127.0914,0
1000,37.51948,127.0916,0
1000,37.51949,127.0916,0
1000,37.51943,127.0917,0
1000,37.51936,127.0917,0
1000,37.51937,127.0919,0
1000,37.51939,127.0919,0
1000,37.51946,127.0921,0
1000,37.51952,127.0923,0
1000,37.5196,127.0925,0
1000,37.51965,127.0926,0
1000,37.51965,127.0927,0
1000,37.51965,127.0926,0
1000,37.51966,127.0926,0
1000,37.5197,127.0927,0
1000,37.51978,127.0929,0
1000,37.51986,127.0931,0
1000,37.51993,127.0933,0
1000,37.52001,127.0935,0
