duration,Latitude,Longitude,Speed
0,37.47578498,126.8893271,0
11969,37.47575429,126.8892664,0
15032,37.47574909,126.8892547,0
978,37.47573528,126.8892335,0.949999988
974,37.47571881,126.889219,1.230000019
1006,37.47572202,126.8891868,0.550000012
1005,37.47569358,126.8891687,0.910000026
1003,37.47567117,126.8891417,1.350000024
988,37.47564698,126.8891342,1.039999962
1008,37.47563436,126.8891144,1
1026,37.47561498,126.8890977,1.370000005
983,37.47559878,126.8890832,1.279999971
1021,37.47558957,126.889062,1.210000038
974,37.47558776,126.8890314,1.220000029
1001,37.47558695,126.889006,1.210000038
1031,37.47556035,126.8889746,1.159999967
997,37.47553989,126.8889557,1.289999962
1033,37.47553595,126.8889412,1.289999962
989,37.47552504,126.8889343,1.299999952
985,37.47551466,126.8889272,1.299999952
1039,37.47550411,126.8889187,1.320000052
982,37.47549156,126.8889093,1.370000005
1000,37.47547935,126.8888973,1.419999957
989,37.47546423,126.888883,1.529999971
992,37.47544517,126.8888658,1.669999957
1034,37.47543246,126.8888564,1.669999957
975,37.47541993,126.8888459,1.669999957
1021,37.4754059,126.8888318,1.700000048
987,37.47539419,126.8888191,1.700000048
965,37.47538194,126.8888084,1.700000048
1016,37.47536061,126.8886883,2.400000095
985,37.4753472,126.8886672,2.390000105
1020,37.47533143,126.888639,2.450000048
980,37.475323,126.8886212,2.400000095
1002,37.47530623,126.8885975,2.430000067
1010,37.47528956,126.8885698,2.480000019
1012,37.47528535,126.8885724,2.299999952
982,37.47527436,126.888568,2.210000038
1023,37.47526907,126.888549,2.170000076
1000,37.47525194,126.8885451,2.119999886
992,37.47523218,126.8885665,1.980000019
1010,37.47522877,126.8885992,1.74000001
984,37.47524267,126.8886104,1.50999999
1003,37.47526413,126.8886175,1.279999971
987,37.47524781,126.8886312,1.230000019
1003,37.47520072,126.8886396,1.389999986
1017,37.47518823,126.8886262,1.419999957
1001,37.4752114,126.8885732,1.389999986
985,37.47520019,126.8885591,1.429999948
991,37.47519195,126.8885493,1.409999967
1007,37.4752286,126.888512,1.330000043
1007,37.47524668,126.8884856,1.320000052
997,37.47525568,126.8884636,1.340000033
